鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
楠梓區,房地(土地+建物),高雄市楠梓區軍校路712巷1~30號,16.8,住,,,1081116,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790914,136.0,3,2,2,有,有,4100000,30147.0,,0.0,0,,RPXNMLRLKIOFFEE76CA
左營區,房地(土地+建物)+車位,高雄市左營區正心街31~60號,6.58,商,,,1081101,土地1建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880803,162.71,4,2,2,有,有,7500000,46094.0,坡道機械,0.0,0,含增建或未登記建物。;附家電傢俱。登名人為2人。,RPPNMLQLKIOFFEE48CA
大社區,房地(土地+建物),高雄市大社區翠屏路84巷31~60號,17.54,住,,,1081202,土地1建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830128,119.16,3,1,2,有,無,3300000,27694.0,,0.0,0,,RPVNMLKKKIOFFIE78CA
板橋區,房地(土地+建物),新北市板橋區南雅南路二段31~60號,15.11,住,,,1081022,土地3建物1車位0,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960629,124.92,3,2,2,有,有,18500000,148095.0,,0.0,0,含增建或未登記建物。,RPTSMLMJKIOFFAF48CA
土城區,房地(土地+建物),新北市土城區興城路1~30號,14.89,商,,,1081028,土地2建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.62,3,2,2,有,有,13400000,95292.0,,0.0,0,,RPSOMLNJKIOFFAF08CA
板橋區,房地(土地+建物),新北市板橋區新海路181~210號,3.71,商,,,1081026,土地1建物1車位0,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900724,70.47,3,2,2,有,有,13880000,196991.0,,0.0,0,陽台及夾層增建。,RPPNMLPJKIOFFAF87CA
板橋區,房地(土地+建物)+車位,新北市板橋區板新路31~60號,16.09,住,,,1081022,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930830,137.71,3,2,2,有,有,15000000,108917.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLPJKIOFFAF87CA
土城區,房地(土地+建物)+車位,新北市土城區中央路三段181~210號,15.94,住,,,1080919,土地4建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940120,141.47,3,2,2,有,有,11300000,79876.0,坡道機械,19.86,0,,RPWOMLQKKIOFFAF88CA
板橋區,房地(土地+建物)+車位,新北市板橋區中山路二段121~150號,10.17,住,,,1081031,土地2建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871014,123.64,3,1,2,有,有,3300000,26690.0,升降機械,25.9,0,親友、員工或其他特殊關係間之交易。;,RPOTMLTKKIOFFAF88CA
新莊區,房地(土地+建物),新北市新莊區龍安路278巷1~30號,12.22,住,,,1081102,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,86.32,2,2,1,有,有,7820000,90593.0,,0.0,0,含增建或未登記建物。;,RPQQMLNJKIOFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區仁愛路二段481~510號,12.95,商,,,1081019,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961017,142.53,2,2,1,有,有,9500000,66653.0,坡道平面,41.78,0,,RPPPMLLKKIOFFBF87CA
新莊區,房地(土地+建物)+車位,新北市新莊區新北大道七段571~600號,13.74,住,,,1081022,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921127,130.16,3,2,2,有,有,10000000,76829.0,坡道機械,10.26,0,,RPSUMLQKKIOFFBF56CA
新店區,房地(土地+建物)+車位,新北市新店區溪園路421~450號,11.68,住,,,1081028,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911121,129.81,3,2,2,有,有,18400000,141746.0,坡道平面,23.73,0,含增建或未登記建物。;,RPRPMLNJKIOFFCF28CA
新店區,房地(土地+建物),新北市新店區環河路1~30號,7.39,住,,,1081028,土地2建物1車位0,二十層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0880826,102.15,3,2,2,有,有,15500000,151738.0,,0.0,0,,RPSNMLNKKIOFFCF28CA
汐止區,房地(土地+建物)+車位,新北市汐止區鄉長路一段31~60號,6.86,住,,,1081108,土地1建物1車位1,八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860111,110.21,2,2,2,有,有,6850000,62154.0,坡道機械,22.15,0,,RPRPMLOJKIOFFDF48CA
汐止區,房地(土地+建物),新北市汐止區大同路二段241~270號,5.07,住,,,1081106,土地1建物1車位0,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,63.75,1,1,1,有,有,6600000,103529.0,,0.0,0,,RPUPMLLKKIOFFDF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段301~330號,10.66,商,,,1081013,土地1建物1車位1,二十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,149.84,3,2,2,有,有,10780000,78403.0,坡道平面,30.84,1450000,,RPUPMLPJKIOFFEF98CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段181~210號,38.13,住,,,1080929,土地1建物1車位2,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050624,233.25,3,2,2,有,有,18960000,87344.0,坡道平面,42.51,2300000,,RPWOMLQJKIOFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區興福寮91~120號,397.18,,山坡地保育區,丙種建築用地,1081022,土地1建物1車位2,三十一層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1020401,914.45,0,0,0,無,有,220000000,240582.0,坡道平面,66.7,0,1、地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由買受人提供屬實。2、無裝潢毛坯屋。,RPTOMLKKKIOFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區興福寮91~120號,397.18,,山坡地保育區,丙種建築用地,1081022,土地1建物1車位2,三十四層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1020401,914.45,0,0,0,無,有,220000000,240582.0,坡道平面,66.7,0,1、地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由買受人提供屬實。2、無裝潢毛坯屋。,RPVOMLKKKIOFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段121~150號,14.36,商,,,1081018,土地1建物1車位2,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940714,216.13,4,2,2,有,有,14500000,67089.0,坡道平面,39.64,0,親友、員工或其他特殊關係間之交易。;,RPUQMLKKKIOFFEF68CA
淡水區,房地(土地+建物),新北市淡水區自立路1巷1~30號,7.71,其他,,,1081012,土地1建物1車位0,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861203,76.27,2,2,1,有,有,6500000,85224.0,,0.0,0,,RPPPMLSKKIOFFEF88CA
三重區,房地(土地+建物)+車位,新北市三重區溪尾街151~180號,20.35,住,,,1081030,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980420,181.04,3,2,2,有,有,19600000,108263.0,坡道平面,34.13,0,,RPRQMLOJKIOFFGF88CA
三重區,房地(土地+建物)+車位,新北市三重區集英路1~30號,25.43,住,,,1081025,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001027,172.20999999999995,3,2,2,有,有,17800000,125225.0,坡道平面,44.44,1800000,,RPXNMLPJKIOFFGF66CA
三重區,房地(土地+建物),新北市三重區重新路一段91~120號,5.92,其他,,,1081118,土地1建物1車位0,十九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,103.73,2,1,1,有,有,15394788,148412.0,,0.0,0,向政府機關承購之案件。;,RPXVMLPJKIOFFGF47CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區永樂街38巷57弄1~30號,14.31,住,,,1081104,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831024,113.11,2,1,1,有,有,9800000,86641.0,坡道平面,32.59,0,,RPTOMLKKJHPFFGF48CA
中和區,房地(土地+建物)+車位,新北市中和區興南路二段1~30號,30.02,住,,,1081017,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941227,200.45,3,2,2,有,有,23180000,115640.0,坡道平面,38.4,0,含增建或未登記建物。;,RPUOMLOJKIOFFHF09CA
永和區,房地(土地+建物),新北市永和區安樂路301~330號,7.79,住,,,1081030,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840802,50.98,2,1,1,有,有,9550000,187328.0,,0.0,0,,RPXNMLNKKIOFFHF66CA
中和區,房地(土地+建物),新北市中和區景平路181~210號,8.81,住,,,1081103,土地3建物1車位0,十層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,147.1,3,2,2,有,有,16380000,111353.0,,0.0,0,,RPXQMLOLKIOFFHF17CA
鶯歌區,房地(土地+建物),新北市鶯歌區成功街6巷1~30號,17.07,住,,,1081112,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960302,146.8,4,2,2,有,有,8160000,55586.0,,0.0,0,含增建或未登記建物。;,RPUNMLPJKIOFFIF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段151~180號,17.41,住,,,1081113,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,110.59,2,1,1,有,有,7700000,78096.0,坡道平面,29.92,1400000,,RPURMLNJKIOFFEF09DA
板橋區,房地(土地+建物),新北市板橋區莊敬路31~60號,26.9,住,,,1081019,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961115,273.36,5,2,3,有,有,41600000,152180.0,,0.0,0,,RPVNMLOJKIOFFAF58EA
汐止區,房地(土地+建物),新北市汐止區新台五路一段151~180號,5.45,商,,,1081104,土地1建物1車位0,二十層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890523,108.69,2,2,2,有,有,12200000,112246.0,,0.0,0,,RPPPMLOKJHPFFDF48EA
淡水區,房地(土地+建物)+車位,新北市淡水區北新路181~210號,22.57,住,,,1081018,土地1建物1車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840728,161.36,3,2,2,有,有,7800000,48336.0,坡道平面,31.86,0,,RPROMLKKJHPFFEF28EA
永和區,房地(土地+建物)+車位,新北市永和區保生路22巷1~30號,10.33,商,,,1081104,土地3建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890105,173.14999999999995,3,2,2,有,有,21150000,122148.0,坡道平面,0.0,2000000,含增建或未登記建物、權利人有兩位,RPUOMLQJKIOFFHF76DA
永和區,房地(土地+建物),新北市永和區安樂路144巷1~30號,8.07,住,,,1080721,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970722,67.4,2,1,1,有,有,12710000,188576.0,,0.0,0,,RPOQMLQJKIOFFHF98DA
三重區,房地(土地+建物)+車位,新北市三重區溪尾街181~210號,17.81,住,,,1081028,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990203,181.41,3,2,2,有,有,20580000,115206.0,坡道平面,21.87,2200000,,RPPQMLKKKIOFFGF48DA
三重區,房地(土地+建物),新北市三重區重新路一段91~120號,5.92,其他,,,1081026,土地1建物1車位0,十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,102.86,2,2,1,有,有,15400000,149718.0,,0.0,0,,RPSNMLRJKIOFFGF09DA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段151~180號,32.36,住,,,1080811,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,180.46,3,2,2,有,有,14424200,85852.0,坡道平面,29.92,1500000,含增建或未登記建物。,RPTOMLQJKIOFFEF98DA
淡水區,房地(土地+建物),新北市淡水區中正東路二段61~90號,5.67,商,,,1080928,土地5建物1車位0,二十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0920922,105.12,3,2,2,有,有,12700000,120826.0,,0.0,0,含增建或未登記建物。,RPPQMLMKKIOFFEF48DA
新店區,房地(土地+建物),新北市新店區達觀路8巷1~30號,33.52,,山坡地保育區,丙種建築用地,1081025,土地5建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,68.87,2,1,1,有,有,4350000,63162.0,,0.0,0,,RPQOMLSKKIOFFCF78DA
泰山區,房地(土地+建物)+車位,新北市泰山區明志路二段181~210號,10.15,其他,,,1081029,土地3建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941226,128.06,3,2,2,有,有,10300000,81279.0,坡道機械,13.64,1000000,含增建或未登記建物。,RPWPMLQJKIOFFBF09DA
新莊區,房地(土地+建物)+車位,新北市新莊區公園路121~150號,12.62,其他,,,1081027,土地2建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911127,142.37,3,2,2,有,有,13850000,121179.0,坡道平面,42.93,1800000,含增建或未登記建物。所有權人共二人。,RPSNMLRJKIOFFBF58DA
板橋區,房地(土地+建物),新北市板橋區貴興路61~90號,16.95,住,,,1081031,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.99,3,2,2,有,有,14380000,119843.0,,0.0,0,含增建或未登記建物。;,RPQQMLTJKIOFFAF78DA
板橋區,房地(土地+建物)+車位,新北市板橋區南雅南路二段144巷61~90號,36.47,住,,,1081110,土地1建物1車位1,七層，八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0771229,206.83,4,2,2,有,有,23680000,125496.0,坡道平面,38.06,2500000,,RPSRMLTJKIOFFAF09DA
樹林區,房地(土地+建物),新北市樹林區大安路91~120號,8.43,其他,,,1081104,土地1建物1車位0,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850715,81.67,2,2,1,有,有,6700000,82037.0,,0.0,0,,RPVOMLNJKIOFFIF56CA
中和區,房地(土地+建物),新北市中和區忠孝街124巷1~30號,16.38,住,,,1081102,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841201,85.58999999999997,2,2,1,有,有,10600000,123846.0,,0.0,0,,RPXPMLQJKIOFFHF07CA
三重區,房地(土地+建物),新北市三重區重新路一段151~180號,4.87,其他,,,1081120,土地1建物1車位0,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,89.53,2,2,1,有,有,13500666,150795.0,,0.0,0,向政府機關承購之案件。;,RPOQMLSKKIOFFGF09CA
三重區,房地(土地+建物)+車位,新北市三重區重新路一段91~120號,6.27,其他,,,1081118,土地1建物1車位1,六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,131.53,2,2,1,有,有,15697800,138994.0,坡道機械,27.8,1280000,向政府機關承購之案件。;,RPQQMLSKKIOFFGF66CA
三重區,房地(土地+建物),新北市三重區重新路一段91~120號,3.48,其他,,,1081120,土地1建物1車位0,十九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,63.56,0,0,0,無,有,9668888,152122.0,,0.0,0,向政府機關承購之案件。;,RPRQMLSKKIOFFGF76CA
三重區,房地(土地+建物),新北市三重區重新路一段91~120號,3.48,其他,,,1081118,土地1建物1車位0,二十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,63.56,0,0,0,無,有,9811228,154362.0,,0.0,0,向政府機關承購之案件。;,RPSQMLSKKIOFFGF86CA
三重區,房地(土地+建物)+車位,新北市三重區重新路四段91~120號,10.63,商,,,1081119,土地2建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931104,133.18,3,2,2,有,有,18000000,135155.0,坡道平面,23.01,0,陽台外推,RPTNMLKKKIOFFGF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段91~120號,16.66,住,,,1021010,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,116.88,2,1,1,有,有,8240000,81125.0,坡道平面,30.1,1200000,,RPOPMLRKKIOFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,29.54,住,,,1081106,土地1建物1車位1,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,180.29,3,2,2,有,有,11540000,68846.0,坡道平面,30.1,1200000,,RPPPMLRKKIOFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段91~120號,27.99,住,,,1040815,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,173.53,3,2,2,有,有,12310000,77459.0,坡道平面,30.1,1200000,,RPQPMLRKKIOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段91~120號,27.76,住,,,1081011,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990910,226.43,3,2,2,有,有,11150000,49243.0,坡道平面,37.72,0,,RPOQMLRLKIOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段211~240號,9.93,商,,,1081022,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,152.47,3,2,2,有,有,10400000,74174.0,坡道平面,30.46,1350000,,RPPRMLKKKIOFFEF28CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段211~240號,7.96,商,,,1081004,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,108.07,2,2,1,有,有,7470000,73998.0,坡道機械,15.23,600000,,RPRRMLKKKIOFFEF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區中正路二段31~60號,18.62,商,,,1021006,土地2建物1車位2,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061026,281.03,2,1,1,有,有,32950000,133260.0,坡道平面,54.78,2800000,,RPOOMLMKKIOFFEF08CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段306巷60弄1~30號,24.3,住,,,1081101,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990416,163.32999999999996,3,2,2,有,有,9750000,59695.0,坡道平面,19.34,0,陽台外推,RPOQMLNKKIOFFEF38CA
八里區,房地(土地+建物)+車位,新北市八里區龍米路二段200巷31~60號,16.01,住,,,1081027,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830727,138.97,3,1,2,有,有,6370000,45834.0,坡道平面,0.0,0,,RPQOMLTJKIOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷61~90號,17.06,住,,,1080930,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,132.35,2,2,2,有,有,9000000,72772.0,坡道平面,26.54,1300000,,RPUPMLTJKIOFFEF76CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路三段601~630號,8.53,住,,,1081024,土地1建物1車位1,三十二層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,111.5,4,2,2,有,有,6000000,53812.0,坡道機械,21.35,0,含增建或未登記建物。;,RPPPMLOJKIOFFDF28CA
